,rank,1s,dbn,school_name,economic_need_index,grade_7_enrollment,num_shsat_test_takers,pct_test_takers,percent_black__hispanic,minority_delta,score
114,255,0.0,01M188,P.S. 188 THE ISLAND SCHOOL,0.917,55,0,0,93,26,0.0
190,256,0.0,07X221,SOUTH BRONX PREPARATORY: A COLLEGE BOARD SCHOOL,0.872,100,8,4,96,41,0.0
435,257,0.0,10X045,THOMAS C. GIORDANO MIDDLE SCHOOL 45,0.8859999999999999,226,46,17,94,65,0.0
160,258,0.0,04M964,CENTRAL PARK EAST II,0.46,49,6,20,60,11,0.0
389,259,0.0,11X566,PELHAM GARDENS MIDDLE SCHOOL,0.7140000000000001,158,31,19,95,47,0.0
210,260,0.0,23K327,P.S. 327 DR. ROSE B. ENGLISH,0.851,0,9,32,96,-9,-0.0
403,261,0.0,24Q560,"ROBERT F. WAGNER, JR. SECONDARY SCHOOL FOR ARTS AND TECHNOLOGY",0.513,60,35,20,65,-3,-0.0
248,262,0.0,22K109,P.S. 109,0.738,98,12,11,95,36,0.0
129,263,0.0,07X224,P.S./I.S. 224,0.903,130,0,0,98,65,0.0
128,264,0.0,07X151,J.H.S. 151 LOU GEHRIG,0.89,86,0,0,98,43,0.0
304,265,0.0,09X361,THE HIGHBRIDGE GREEN SCHOOL,0.8859999999999999,135,18,13,98,50,0.0
414,266,0.0,21K303,I.S. 303 HERBERT S. EISENBERG,0.703,179,38,20,46,25,0.0
268,267,0.0,20K192,P.S. 192 - THE MAGNET SCHOOL FOR MATH AND SCIENCE INQUIRY,0.8,67,14,20,53,11,0.0
399,268,0.0,11X529,ONE WORLD MIDDLE SCHOOL AT EDENWALD,0.701,110,35,29,93,20,0.0
386,269,0.0,09X568,YOUNG WOMEN'S LEADERSHIP SCHOOL OF THE BRONX,0.816,81,30,18,97,11,0.0
238,270,0.0,19K171,I.S. 171 ABRAHAM LINCOLN,0.7879999999999999,148,11,7,91,59,0.0
281,271,0.0,27Q262,CHANNEL VIEW SCHOOL FOR RESEARCH,0.551,132,15,6,78,41,0.0
397,272,0.0,10X331,THE BRONX SCHOOL OF YOUNG LEADERS,0.894,138,35,27,98,35,0.0
181,273,0.0,17K484,RONALD EDMONDS LEARNING CENTER II,0.8440000000000001,58,7,15,96,22,0.0
183,274,0.0,21K121,P.S. 121 NELSON A. ROCKEFELLER,0.682,35,7,22,45,5,0.0
182,275,0.0,19K404,ACADEMY FOR YOUNG WRITERS,0.705,82,7,4,97,34,0.0
134,276,0.0,08X424,THE HUNTS POINT SCHOOL,0.8759999999999999,99,0,0,98,49,0.0
37,277,0.0,10X118,J.H.S. 118 WILLIAM W. NILES,0.843,379,270,64,81,-62,-0.0
241,278,0.0,03M247,M.S. M247 DUAL LANGUAGE MIDDLE SCHOOL,0.802,71,12,18,99,24,0.0
117,279,0.0,03M076,P.S. 076 A. PHILIP RANDOLPH,0.85,57,0,0,96,28,0.0
196,280,0.0,32K162,J.H.S. 162 THE WILLOUGHBY,0.845,118,8,4,95,50,0.0
187,281,0.0,04M610,YOUNG WOMEN'S LEADERSHIP SCHOOL,0.722,52,8,6,85,16,0.0
377,282,0.0,30Q127,P.S. 127 AEROSPACE SCIENCE MAGNET SCHOOL,0.669,153,28,19,86,43,0.0
174,283,0.0,03M165,P.S. 165 ROBERT E. SIMON,0.7390000000000001,46,7,13,82,13,0.0
163,284,0.0,07X296,SOUTH BRONX ACADEMY FOR APPLIED MEDIA,0.9079999999999999,96,6,7,97,42,0.0
220,285,0.0,09X413,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,0.8009999999999999,43,10,7,90,11,0.0
367,286,0.0,09X339,I.S. 339,0.9129999999999999,156,27,15,98,52,0.0
197,287,0.0,32K291,J.H.S. 291 ROLAND HAYES,0.8390000000000001,92,8,7,96,37,0.0
206,288,0.0,16K057,J.H.S. 057 WHITELAW REID,0.884,66,9,11,98,24,0.0
378,289,0.0,30Q204,I.S. 204 OLIVER W. HOLMES,0.745,167,28,18,71,41,0.0
422,290,0.0,25Q250,I.S. 250 THE ROBERT F. KENNEDY COMMUNITY MIDDLE SCHOOL,0.609,122,41,25,53,11,0.0
154,291,0.0,27Q318,WATERSIDE SCHOOL FOR LEADERSHIP,0.755,76,0,0,88,34,0.0
211,292,0.0,23K522,MOTT HALL IV,0.7709999999999999,58,9,15,98,20,0.0
314,293,0.0,08X448,SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP,0.802,134,19,15,96,47,0.0
246,294,0.0,19K663,SCHOOL OF THE FUTURE BROOKLYN,0.8909999999999999,61,12,19,97,19,0.0
250,295,0.0,23K664,BROOKLYN ENVIRONMENTAL EXPLORATION SCHOOL (BEES),0.8370000000000001,27,12,34,97,2,0.0
118,296,0.0,03M149,P.S. 149 SOJOURNER TRUTH,0.883,32,0,0,92,15,0.0
249,297,0.0,23K644,EAGLE ACADEMY FOR YOUNG MEN II,0.685,101,12,6,97,38,0.0
205,298,0.0,09X313,I.S. 313 SCHOOL OF LEADERSHIP DEVELOPMENT,0.8809999999999999,102,9,8,99,43,0.0
233,299,0.0,04M072,THE LEXINGTON ACADEMY,0.866,81,11,13,95,29,0.0
453,300,0.0,31R002,I.S. R002 GEORGE L. EGBERT,0.526,323,75,26,34,31,0.0
162,301,0.0,06M348,WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,0.84,87,6,3,97,37,0.0
308,302,0.0,15K136,I.S. 136 CHARLES O. DEWEY,0.809,160,18,10,87,55,0.0
100,303,0.0,15K839,M.S. 839,,112,36,34,47,10,0.0
317,304,0.0,16K267,"M.S. 267 MATH, SCIENCE & TECHNOLOGY",0.826,87,19,22,87,22,0.0
214,305,0.0,29Q147,P.S./M.S. 147 RONALD MCNAIR,0.48,69,9,11,97,25,0.0
109,306,0.0,03M291,WEST END SECONDARY SCHOOL,,102,31,23,27,6,0.0
178,307,0.0,12X211,P.S. 211,0.8690000000000001,77,7,8,98,32,0.0
177,308,0.0,09X219,I.S. 219 NEW VENTURE SCHOOL,0.929,118,7,6,98,52,0.0
161,309,0.0,06M018,P.S. 018 PARK TERRACE,0.823,39,6,11,98,14,0.0
294,310,0.0,08X375,THE BRONX MATHEMATICS PREPARATORY SCHOOL,0.818,85,17,23,97,26,0.0
230,311,0.0,01M301,"TECHNOLOGY, ARTS, AND SCIENCES STUDIO",0.7909999999999999,23,11,21,84,1,0.0
370,312,0.0,16K035,M.S. 035 STEPHEN DECATUR,0.7509999999999999,97,27,34,98,22,0.0
372,313,0.0,29Q268,P.S./I.S. 268,0.65,62,27,44,61,3,0.0
251,314,0.0,24Q087,P.S./I.S. 087 MIDDLE VILLAGE,0.5,81,12,16,51,15,0.0
444,315,0.0,29Q059,I.S. 059 SPRINGFIELD GARDENS,0.46799999999999997,177,56,28,96,33,0.0
252,316,0.0,28Q008,J.H.S. 008 RICHARD S. GROSSLEY,0.6940000000000001,127,12,12,77,41,0.0
347,317,0.0,19K218,J.H.S. 218 JAMES P. SINNOTT,0.857,146,23,16,79,41,0.0
379,318,0.0,08X562,BLUEPRINT MIDDLE SCHOOL,0.7959999999999999,120,29,30,74,24,0.0
244,319,0.0,17K394,M.S. K394,0.797,49,12,21,92,12,0.0
279,320,0.0,19K654,VAN SICLEN COMMUNITY MIDDLE SCHOOL,0.78,106,15,16,96,37,0.0
421,321,0.0,22K014,J.H.S. 014 SHELL BANK,0.708,168,41,19,64,29,0.0
93,322,1.0,26Q266,P.S./I.S. 266,0.239,65,33,42,38,0,0.0
458,323,4.0,08X071,P.S. 071 ROSE E. SCALA,0.511,187,96,53,66,0,0.0
106,324,8.0,14K577,CONSELYEA PREPARATORY SCHOOL,0.551,175,90,53,62,0,0.0
437,325,8.0,02M289,I.S. 289,0.313,93,47,51,21,0,0.0
324,326,0.0,16K681,MADIBA PREP MIDDLE SCHOOL,0.759,33,20,32,97,-3,-0.0
136,327,0.0,09X229,I.S. 229 ROLAND PATTERSON,0.885,79,0,0,98,39,0.0
167,328,0.0,14K586,LYONS COMMUNITY SCHOOL,0.843,57,6,3,97,22,0.0
368,329,0.0,10X015,P.S. X015 INSTITUTE FOR ENVIRONMENTAL LEARNING,0.852,58,27,48,98,3,0.0
119,330,0.0,03M250,M.S. 250 WEST SIDE COLLABORATIVE MIDDLE SCHOOL,0.6609999999999999,60,0,0,87,27,0.0
394,331,0.0,18K763,BROOKLYN SCIENCE AND ENGINEERING ACADEMY,0.535,81,34,48,97,7,0.0
320,332,0.0,04M825,ISAAC NEWTON MIDDLE SCHOOL FOR MATH & SCIENCE,0.8420000000000001,59,20,36,94,9,0.0
345,333,0.0,11X287,NORTH BRONX SCHOOL OF EMPOWERMENT,0.737,196,23,12,92,71,0.0
286,334,0.0,09X325,URBAN SCIENCE ACADEMY,0.8909999999999999,81,16,13,97,25,0.0
151,335,0.0,27Q042,P.S./M.S 042 R. VERNAM,0.825,66,0,0,95,32,0.0
283,336,0.0,05M161,P.S. 161 PEDRO ALBIZU CAMPOS,0.875,127,16,12,95,46,0.0
383,337,0.0,12X129,M.S. 129 ACADEMY FOR INDEPENDENT LEARNING AND LEADERSHIP,0.91,179,29,17,95,59,0.0
295,338,0.0,10X391,THE ANGELO PATRI MIDDLE SCHOOL,0.9109999999999999,160,17,8,97,63,0.0
291,339,0.0,27Q053,M.S. 053 BRIAN PICCOLO,0.738,90,16,13,97,29,0.0
374,340,0.0,12X214,P.S. 214,0.867,163,28,19,95,52,0.0
221,341,0.0,10X459,EAST FORDHAM ACADEMY FOR THE ARTS,0.8809999999999999,92,10,10,97,36,0.0
325,342,0.0,17K543,"SCIENCE, TECHNOLOGY AND RESEARCH EARLY COLLEGE HIGH SCHOOL AT ERASMUS",0.536,64,20,12,94,12,0.0
313,343,0.0,01M378,SCHOOL FOR GLOBAL LEADERS,0.764,90,19,19,81,22,0.0
200,344,0.0,04M108,P.S. 108 ASSEMBLYMAN ANGELO DEL TORO EDUCATIONAL COMPLEX,0.843,59,9,9,92,19,0.0
277,345,0.0,17K382,ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLORATION: A COLLEGE BOARD SCHOOL,0.684,54,15,12,96,12,0.0
267,346,0.0,12X271,EAST BRONX ACADEMY FOR THE FUTURE,0.853,92,14,7,98,32,0.0
146,347,0.0,17K531,"SCHOOL FOR HUMAN RIGHTS, THE",0.687,22,0,0,97,11,0.0
116,348,0.0,02M655,LIFE SCIENCES SECONDARY SCHOOL,0.765,22,0,0,91,10,0.0
145,349,0.0,14K614,YOUNG WOMEN'S LEADERSHIP SCHOOL OF BROOKLYN,0.68,54,0,0,91,25,0.0
321,350,0.0,06M324,M.S. 324 - PATRIA MIRABAL,0.779,132,20,13,95,45,0.0
75,351,0.0,31R027,I.S. 027 ANNING S. PRALL,0.557,325,77,23,63,56,0.0
42,352,0.0,14K318,I.S. 318 EUGENIO MARIA DE HOSTOS,0.6779999999999999,371,222,47,80,-26,-0.0
285,353,0.0,09X303,I.S. X303 LEADERSHIP & COMMUNITY SERVICE,0.9009999999999999,99,16,12,98,34,0.0
219,354,0.0,07X029,P.S./M.S. 029 MELROSE SCHOOL,0.8909999999999999,89,10,12,96,34,0.0
375,355,0.0,17K181,P.S. 181 BROOKLYN,0.721,77,28,34,95,11,0.0
71,356,0.0,10X141,RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / HIGH SCHOOL 141),0.418,249,75,15,66,34,0.0
346,357,0.0,17K138,P.S. 138 BROOKLYN,0.7759999999999999,73,23,28,94,13,0.0
124,358,0.0,04M406,GLOBAL TECHNOLOGY PREPARATORY,0.85,38,0,0,97,19,0.0
171,359,0.0,23K668,RIVERDALE AVENUE MIDDLE SCHOOL,0.804,38,6,13,98,13,0.0
217,360,0.0,05M148,EAGLE ACADEMY FOR YOUNG MEN OF HARLEM,0.747,68,10,8,98,24,0.0
140,361,0.0,12X267,BRONX LATIN,0.835,79,0,0,98,39,0.0
186,362,0.0,32K349,"I.S. 349 MATH, SCIENCE & TECH.",0.863,106,7,8,99,47,0.0
342,363,0.0,13K527,URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR YOUNG WOMEN,0.695,57,22,18,86,6,0.0
303,364,0.0,07X223,M.S. 223 THE LABORATORY SCHOOL OF FINANCE AND TECHNOLOGY,0.866,100,18,9,99,33,0.0
363,365,0.0,27Q297,HAWTREE CREEK MIDDLE SCHOOL,0.495,122,25,20,66,25,0.0
276,366,0.0,11X532,BAYCHESTER MIDDLE SCHOOL,0.7020000000000001,100,15,13,95,34,0.0
270,367,0.0,27Q207,P.S. 207 ROCKWOOD PARK,0.191,73,14,16,21,5,0.0
269,368,0.0,21K238,P.S. 238 ANNE SULLIVAN,0.8,64,14,23,61,11,0.0
426,369,0.0,11X144,J.H.S. 144 MICHELANGELO,0.691,171,42,23,94,42,0.0
292,370,0.0,02M933,CITY KNOLL MIDDLE SCHOOL,0.613,85,17,22,67,18,0.0
189,371,0.0,07X005,P.S. 5 PORT MORRIS,0.905,99,8,11,98,42,0.0
302,372,0.0,06M209,HAMILTON GRANGE MIDDLE SCHOOL,0.7859999999999999,92,18,21,96,28,0.0
260,373,0.0,09X505,"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",0.8029999999999999,91,13,6,96,32,0.0
180,374,0.0,14K050,J.H.S. 050 JOHN D. WELLS,0.8220000000000001,109,7,8,96,47,0.0
404,375,0.0,29Q270,THE GORDON PARKS SCHOOL,0.358,99,35,36,98,15,0.0
408,376,0.0,11X326,BRONX GREEN MIDDLE SCHOOL,0.778,137,37,27,83,27,0.0
150,377,0.0,23K697,TEACHERS PREPARATORY HIGH SCHOOL,0.7120000000000001,21,0,0,97,10,0.0
341,378,0.0,08X131,J.H.S. 131 ALBERT EINSTEIN,0.812,152,22,13,96,53,0.0
354,379,0.0,11X462,CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOOL (CASA),0.631,87,24,25,97,20,0.0
263,380,0.0,17K722,NEW HEIGHTS MIDDLE SCHOOL,0.7440000000000001,69,13,18,93,21,0.0
218,381,0.0,05M670,THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL CHANGE,0.732,55,10,6,97,18,0.0
355,382,0.0,17K246,M.S. 246 WALT WHITMAN,0.708,138,24,16,96,45,0.0
215,383,0.0,29Q356,COMMUNITY VOICES MIDDLE SCHOOL,0.547,98,9,9,97,40,0.0
141,384,0.0,12X286,FANNIE LOU HAMER MIDDLE SCHOOL,0.843,94,0,0,97,47,0.0
254,385,0.0,05M499,FREDERICK DOUGLASS ACADEMY,0.708,95,13,3,94,33,0.0
307,386,0.0,14K084,P.S. 084 JOSE DE DIEGO,0.5770000000000001,68,18,26,65,11,0.0
448,387,0.0,09X218,P.S./I.S. 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNET SCHOOL,0.861,107,63,69,94,-8,-0.0
333,388,0.0,15K464,PARK SLOPE COLLEGIATE,0.652,64,21,10,75,9,0.0
409,389,0.0,18K066,P.S. 66,0.526,107,37,36,95,17,0.0
132,390,0.0,08X269,BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS,0.853,99,0,0,98,49,0.0
185,391,0.0,27Q105,P.S. 105 THE BAY SCHOOL,0.897,77,7,8,94,30,0.0
223,392,0.0,19K409,EAST NEW YORK FAMILY ACADEMY,0.716,75,10,5,95,27,0.0
242,393,0.0,06M311,AMISTAD DUAL LANGUAGE SCHOOL,0.713,43,12,33,93,9,0.0
195,394,0.0,23K155,P.S./ I.S. 155 NICHOLAS HERKIMER,0.877,52,8,23,96,18,0.0
235,395,0.0,08X123,J.H.S. 123 JAMES M. KIERAN,0.8759999999999999,128,11,12,99,54,0.0
159,396,0.0,04M377,RENAISSANCE SCHOOL OF THE ARTS,0.865,39,6,11,98,14,0.0
202,397,0.0,07X031,P.S./M.S. 031 THE WILLIAM LLOYD GARRISON,0.878,84,9,11,96,32,0.0
131,398,0.0,07X551,THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,0.882,87,0,0,97,43,0.0
391,399,0.0,21K209,P.S. 209 MARGARET MEAD,0.599,67,33,49,27,0,0.0
155,400,0.0,29Q327,EAGLE ACADEMY FOR YOUNG MEN III,0.419,82,0,0,90,38,0.0
407,401,0.0,18K211,I.S. 211 JOHN WILSON,0.601,195,36,19,98,62,0.0
122,402,0.0,04M096,P.S. 096 JOSEPH LANZETTA,0.902,55,0,0,94,26,0.0
442,403,0.0,19K452,FREDERICK DOUGLASS ACADEMY VIII MIDDLE SCHOOL,0.64,119,52,51,95,8,0.0
152,404,0.0,27Q047,P.S. 047 CHRIS GALAS,0.304,10,0,0,17,1,0.0
430,405,0.0,31R049,I.S. 49 BERTA A. DREYFUS,0.745,215,42,17,76,51,0.0
199,406,0.0,02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,0.33,31,9,7,43,3,0.0
265,407,0.0,04M224,M.S. 224 MANHATTAN EAST SCHOOL FOR ARTS & ACADEMICS,0.708,63,14,25,87,16,0.0
441,408,0.0,11X556,BRONX PARK MIDDLE SCHOOL,0.77,137,52,35,83,15,0.0
284,409,0.0,06M346,COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,0.85,99,16,7,98,34,0.0
237,410,0.0,18K588,MIDDLE SCHOOL FOR ART AND PHILOSOPHY,0.778,62,11,18,94,19,0.0
243,411,0.0,10X315,P.S. 315 LAB SCHOOL,0.868,41,12,40,98,9,0.0
91,412,0.0,11X127,J.H.S. 127 THE CASTLE HILL,0.716,289,133,46,64,9,0.0
226,413,0.0,29Q116,P.S./I.S. 116 WILLIAM C. HUGHLEY,0.748,65,10,16,92,21,0.0
101,414,0.0,21K226,P.S. 226 ALFRED DE B.MASON,0.6920000000000001,105,44,44,33,3,0.0
139,415,0.0,12X212,P.S. 212,0.8909999999999999,64,0,0,95,31,0.0
412,416,0.0,10X279,"P.S. 279 CAPTAIN MANUEL RIVERA, JR.",0.9179999999999999,130,38,27,96,27,0.0
216,417,3.0,03M859,SPECIAL MUSIC SCHOOL,0.253,14,10,17,28,-1,-0.3
271,418,4.0,02M442,"BALLET TECH, NYC PUBLIC SCHOOL FOR DANCE",0.46799999999999997,23,15,60,41,-1,-0.4
53,419,7.0,02M276,BATTERY PARK CITY SCHOOL,0.114,92,56,66,15,-1,-0.7
76,420,2.0,25Q499,"THE QUEENS COLLEGE SCHOOL FOR MATH, SCIENCE AND TECHNOLOGY",0.354,54,40,75,35,-4,-0.8
80,421,4.0,20K104,P.S./I.S. 104 THE FORT HAMILTON SCHOOL,0.523,158,87,51,28,-2,-0.8
61,422,8.0,03M245,M.S. M245 THE COMPUTER SCHOOL,0.304,134,70,53,40,-1,-0.8
423,423,9.0,02M177,YORKVILLE EAST MIDDLE SCHOOL,0.271,76,42,51,40,-1,-0.9
43,424,10.0,30Q300,THE 30TH AVENUE SCHOOL (G&T CITYWIDE),0.259,68,39,95,14,-1,-1.0
82,425,10.0,02M397,SPRUCE STREET SCHOOL,0.059000000000000004,58,36,65,15,-1,-1.0
72,426,9.0,03M243,M.S. 243 CENTER SCHOOL,0.18100000000000002,57,38,66,27,-2,-1.8
96,427,10.0,02M896,LOWER MANHATTAN COMMUNITY MIDDLE SCHOOL,0.564,124,70,54,29,-2,-2.0
74,428,10.0,01M839,TOMPKINS SQUARE MIDDLE SCHOOL,0.597,122,66,52,53,-2,-2.0
87,429,5.0,31R048,P.S. 048 WILLIAM G. WILCOX,0.33399999999999996,97,70,59,22,-5,-2.5
78,430,9.0,03M862,MOTT HALL II,0.47700000000000004,116,64,52,63,-3,-2.7
55,431,5.0,25Q294,BELL ACADEMY,0.255,99,69,50,31,-6,-3.0
64,432,10.0,02M126,P.S. 126 JACOB AUGUST RIIS,0.728,111,66,58,32,-3,-3.0
20,433,10.0,24Q119,I.S. 119 THE GLENDALE,0.436,187,104,47,32,-3,-3.0
58,434,9.0,20K229,P.S. 229 DYKER,0.385,115,93,72,13,-4,-3.6
51,435,10.0,01M184,P.S. 184M SHUANG WEN,0.5589999999999999,83,67,77,15,-4,-4.0
38,436,10.0,04M012,TAG YOUNG SCHOLARS,0.435,86,54,96,44,-4,-4.0
16,437,7.0,02M114,EAST SIDE MIDDLE SCHOOL,0.10400000000000001,150,124,81,12,-6,-4.199999999999999
29,438,10.0,20K686,BROOKLYN SCHOOL OF INQUIRY,0.209,58,80,94,10,-5,-5.0
34,439,10.0,26Q172,IRWIN ALTMAN MIDDLE SCHOOL 172,0.271,331,189,55,23,-5,-5.0
57,440,10.0,25Q281,EAST-WEST SCHOOL OF INTERNATIONAL STUDIES,0.5379999999999999,100,70,35,28,-5,-5.0
50,441,10.0,28Q680,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,0.41,95,61,32,46,-6,-6.0
21,442,10.0,03M334,THE ANDERSON SCHOOL,0.134,64,75,98,13,-6,-6.0
18,443,10.0,02M255,M.S. 255 SALK SCHOOL OF SCIENCE,0.131,128,108,84,13,-6,-6.0
4,444,10.0,02M312,NEW YORK CITY LAB MIDDLE SCHOOL FOR COLLABORATIVE STUDIES,0.308,177,163,90,10,-7,-7.0
28,445,10.0,30Q122,P.S. 122 MAMIE FAY,0.42100000000000004,94,74,98,27,-7,-7.0
15,446,10.0,02M167,J.H.S. 167 ROBERT F. WAGNER,0.36,457,258,60,27,-7,-7.0
10,447,7.0,01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",0.257,149,126,44,20,-10,-7.0
7,448,10.0,26Q074,J.H.S. 074 NATHANIEL HAWTHORNE,0.258,369,233,55,15,-7,-7.0
0,449,10.0,20K187,THE CHRISTA MCAULIFFE SCHOOL\I.S. 187,0.48,266,251,91,7,-8,-8.0
105,450,2.0,18K235,P.S. 235 JANICE MARIE KNIGHT SCHOOL,0.52,92,89,97,95,-40,-8.0
32,451,10.0,20K180,THE SEEALL ACADEMY,0.706,159,113,64,29,-9,-9.0
13,452,10.0,26Q067,J.H.S. 067 LOUIS PASTEUR,0.209,279,211,68,14,-10,-10.0
17,453,4.0,24Q073,I.S. 73 - THE FRANK SANSIVIERI INTERMEDIATE SCHOOL,0.573,687,394,51,60,-26,-10.4
14,454,10.0,22K234,J.H.S. 234 ARTHUR W. CUNNINGHAM,0.46299999999999997,650,370,54,28,-11,-11.0
8,455,10.0,26Q216,J.H.S. 216 GEORGE J. RYAN,0.39899999999999997,470,304,62,17,-11,-11.0
19,456,10.0,30Q580,BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION,0.276,63,94,36,17,-11,-11.0
12,457,10.0,26Q158,M.S. 158 MARIE CURIE,0.27399999999999997,351,236,61,19,-11,-11.0
6,458,10.0,20K201,J.H.S. 201 THE DYKER HEIGHTS,0.5579999999999999,508,338,64,14,-11,-11.0
27,459,8.0,15K447,THE MATH & SCIENCE EXPLORATORY SCHOOL,0.244,176,134,75,37,-16,-12.8
1,460,10.0,21K239,MARK TWAIN I.S. 239 FOR THE GIFTED & TALENTED,0.311,422,336,78,12,-14,-14.0
5,461,10.0,21K098,I.S. 98 BAY ACADEMY,0.445,499,372,75,13,-15,-15.0
2,462,9.0,03M054,J.H.S. 054 BOOKER T. WASHINGTON,0.221,295,257,91,20,-21,-18.900000000000002
25,463,10.0,02M104,J.H.S. 104 SIMON BARUCH,0.522,378,260,67,29,-19,-19.0
3,464,9.0,15K051,M.S. 51 WILLIAM ALEXANDER,0.248,379,280,75,29,-25,-22.5
